NM_MUN,bairro,n_setores,pop,casos,taxa,cum_casos_pct,cum_pop_pct
Ribeirão Pires,Itrapoã,6,2377,2.0,16.827934371055953,18.693338813911534,25.804539465710384
Mauá,RP14 (Regiões de Planejamento),8,2484,2.0,16.10305958132045,18.697905962412367,25.816635332172023
Santo André,Jardim Jamaica,2,1909,2.0,20.953378732320587,18.7024731109132,25.82593122954531
Barueri,Jubran,6,2711,2.0,14.754703061600885,18.707040259414036,25.839132475107913
Santo André,Parque do Pedroso,1,507,2.0,78.89546351084812,18.71160740791487,25.84160131741711
São Bernardo do Campo,Balneária,1,602,2.0,66.44518272425249,18.7161745564157,25.844532763314813
Barueri,Tamboré,1,1076,2.0,37.174721189591075,18.720741704916534,25.84977235764361
Ribeirão Pires,Bocaina,8,5058,2.0,7.908264136022143,18.72530885341737,25.874402346598092
São Caetano do Sul,Prosperidade,7,2806,2.0,14.255167498218105,18.729876001918203,25.8880661957492
Santo André,Jardim Rina,6,2143,1.0,9.332711152589827,18.73215957616862,25.89850155880366
Santo André,Parque Jaçatuba,11,5195,1.0,3.8498556304138596,18.734443150419036,25.923798670827892
Santo André,Parque Gerassi,4,2648,1.0,7.552870090634441,18.736726724669452,25.936693137168636
Santo André,Novo Homero Thon,10,4314,1.0,4.6360686138154845,18.73901029891987,25.957700209598382
Mauá,RP5 (Regiões de Planejamento),2,461,1.0,43.38394793926247,18.741293873170285,25.959945054380512
Itaquaquecetuba,Campo da Venda,7,4552,1.0,4.393673110720563,18.743577447420705,25.98211107053726
Santo André,Pinheirinho,4,2178,1.0,9.182736455463727,18.74586102167112,25.99271686649275
Santo André,Rio Bonito,1,105,1.0,190.47619047619048,18.748144595921538,25.993228165195838
Santo André,Silveira,6,2919,1.0,6.851661527920521,18.750428170171954,26.007442269141695
Itaquaquecetuba,Pedreira,11,6466,1.0,3.093102381688834,18.75271174442237,26.03892853022903
Itaquaquecetuba,Jaguari,5,4182,1.0,4.782400765184122,18.754995318672787,26.05929282714632
Santo André,Jardim Cipreste,17,7131,1.0,2.804655728509325,18.757278892923203,26.094017313353206
Itaquaquecetuba,Açafrão,6,3653,1.0,5.4749520941691765,18.75956246717362,26.111805638709228
Guarulhos,São Roque,6,2182,1.0,9.165902841429881,18.76184604142404,26.12243091271055
Santo André,Vila Tibiriçá,5,2582,1.0,7.745933384972888,18.764129615674456,26.135003991295065
Caieiras,Santa Inês,6,2062,1.0,9.699321047526674,18.766413189924872,26.14504492392143
São Bernardo do Campo,Santa Cruz,4,2045,1.0,9.7799511002445,18.76869676417529,26.155003074853013
São Bernardo do Campo,Zanzala,2,362,1.0,55.24861878453039,18.770980338425705,26.1567658380008
Santo André,Jardim Clube de Campo,3,1078,1.0,18.552875695732837,18.77326391267612,26.16201517135251
Osasco,Raposo Tavares,1,580,1.0,34.48275862068965,18.775547486926538,26.164839487998137
Ribeirão Pires,Represa,15,7156,1.0,2.7948574622694244,18.777831061176954,26.199685711991478
Osasco,Vila Militar,1,274,1.0,72.99270072992701,18.78011463542737,26.201019958130967
Ribeirão Pires,Casa Vermelha,1,268,1.0,74.6268656716418,18.782398209677787,26.20232498720171
Osasco,Vila Campesina,6,2607,1.0,7.671653241273494,18.784681783928203,26.215019803572677
Osasco,Industrial Mazzei,5,2370,1.0,8.438818565400844,18.78696535817862,26.226560545728095
Embu das Artes,Chacaras Aurora,1,131,0.0,0.0,18.78696535817862,26.227198451729095
Embu das Artes,Parque Luiza,4,2185,0.0,0.0,18.78696535817862,26.23783833426479
Embu das Artes,Jardim Jurema,3,1342,0.0,0.0,18.78696535817862,26.244373218641403
Embu das Artes,Bosque do Embu,1,122,0.0,0.0,18.78696535817862,26.244967299039278
Embu das Artes,Caminho do Índio,1,139,0.0,0.0,18.78696535817862,26.24564416113194
Embu das Artes,Paranapanema,3,1148,0.0,0.0,18.78696535817862,26.251234360285707
Embu das Artes,Capuava,2,607,0.0,0.0,18.78696535817862,26.2541901537407
Ribeirão Pires,Centro,8,3118,0.0,0.0,18.78696535817862,26.269373290466703
Embu das Artes,Centro,4,825,0.0,0.0,18.78696535817862,26.273390637419535
Embu das Artes,Cercado Grande,5,1202,0.0,0.0,18.78696535817862,26.279243790192037
Embu das Artes,Moinho Velho,1,166,0.0,0.0,18.78696535817862,26.280052129094063
Osasco,Parque Continental,1,387,0.0,0.0,18.78696535817862,26.2819366300283
Embu das Artes,Parque Pirajussara,21,8164,0.0,0.0,18.78696535817862,26.32169132157129
Embu das Artes,Maria Auxiliadora,4,1919,0.0,0.0,18.78696535817862,26.331035914059157
Embu das Artes,Jardim Laila,4,1903,0.0,0.0,18.78696535817862,26.340302594363706
Embu das Artes,Chacaras Bartira,2,355,0.0,0.0,18.78696535817862,26.342031270931294
Embu das Artes,Jardim Ângela,10,6388,0.0,0.0,18.78696535817862,26.3731377101249
Ribeirão Pires,Guapituba,2,1899,0.0,0.0,18.78696535817862,26.38238491238361
Guarulhos,TANQUE GRANDE,1,120,0.0,0.0,18.78696535817862,26.38296925375857
Embu das Artes,Jardim dos Oliveiras,5,1663,0.0,0.0,18.78696535817862,26.3910672513132
Embu das Artes,Jardim dos Moraes,6,2405,0.0,0.0,18.78696535817862,26.40277842636965
Embu das Artes,Chácaras Ana Lúcia,3,880,0.0,0.0,18.78696535817862,26.40706359645268
Embu das Artes,Chácaras Caxingui,6,3496,0.0,0.0,18.78696535817862,26.424087408509795
Embu das Artes,Jardim dos Ipês,1,453,0.0,0.0,18.78696535817862,26.42629329720026
Embu das Artes,Jardim do Colégio,16,7095,0.0,0.0,18.78696535817862,26.46084248099466
Embu das Artes,Jardim de Lourdes,4,1638,0.0,0.0,18.78696535817862,26.46881874076284
Embu das Artes,Jardim da Luz,20,11124,0.0,0.0,18.78696535817862,26.522987186221464
Embu das Artes,Jardim Colibri,1,458,0.0,0.0,18.78696535817862,26.525217422469222
Embu das Artes,Parque São Leonardo,5,1430,0.0,0.0,18.78696535817862,26.53218082385414
Embu das Artes,Jardim Vitória,8,2754,0.0,0.0,18.78696535817862,26.54559145840943
Embu das Artes,Jardim Julia,10,5296,0.0,0.0,18.78696535817862,26.571380391090916
Embu das Artes,Votorantim,1,134,0.0,0.0,18.78696535817862,26.572032905626287
Embu das Artes,Vila Regina,7,2270,0.0,0.0,18.78696535817862,26.58308669663591
Embu das Artes,Vila Real,2,1068,0.0,0.0,18.78696535817862,26.58828733487304
Embu das Artes,Jardim Flórida,7,3675,0.0,0.0,18.78696535817862,26.606182789481135
Embu das Artes,Vila Perequê,3,1617,0.0,0.0,18.78696535817862,26.614056789508695
Embu das Artes,Vila Olinda,10,4017,0.0,0.0,18.78696535817862,26.63361761703542
Embu das Artes,Vila Isis Cristina,7,3748,0.0,0.0,18.78696535817862,26.651868545979944
Embu das Artes,Vila Bonfim,3,1047,0.0,0.0,18.78696535817862,26.65696692447646
Embu das Artes,Jardim Ferreira,1,206,0.0,0.0,18.78696535817862,26.657970043836805
Embu das Artes,Vale do Sol,2,509,0.0,0.0,18.78696535817862,26.660448625168918
Embu das Artes,Tingidor,1,192,0.0,0.0,18.78696535817862,26.66138357136885
Embu das Artes,Santa Rosa,3,1529,0.0,0.0,18.78696535817862,26.66882905438811
Embu das Artes,Ressaca,1,369,0.0,0.0,18.78696535817862,26.670625904116108
Embu das Artes,Quinta do morro,1,2199,0.0,0.0,18.78696535817862,26.681333959812214
Embu das Artes,Jardim Fabiana,5,2407,0.0,0.0,18.78696535817862,26.693054873891587
Embu das Artes,Ponta Porã,1,281,0.0,0.0,18.78696535817862,26.69442320661128
Embu das Artes,Perove,1,160,0.0,0.0,18.78696535817862,26.695202328444555
São Bernardo do Campo,Taquacetuba,8,1733,0.0,0.0,18.78696535817862,26.703641191801243
Embu das Artes,Jardim Irene,5,2149,0.0,0.0,18.78696535817862,26.71410577192445
Embu das Artes,Parque dos Caetes,1,105,0.0,0.0,18.78696535817862,26.71461707062754
Embu das Artes,Jardim Itatiaia,1,236,0.0,0.0,18.78696535817862,26.715766275331625
Barueri,Fazenda Militar,3,1685,0.0,0.0,18.78696535817862,26.72397140213833
Embu das Artes,Jardim Emílio Carlos,5,1900,0.0,0.0,18.78696535817862,26.733223473908502
Embu das Artes,Jardim Dom José,12,4777,0.0,0.0,18.78696535817862,26.756485130143293
Caieiras,Alpes de Caieiras,2,836,0.0,0.0,18.78696535817862,26.760556041722168
Caieiras,Calcárea,1,384,0.0,0.0,18.78696535817862,26.762425934122035
Embu das Artes,Parque das Chácaras,7,3831,0.0,0.0,18.78696535817862,26.781081032517573
Embu das Artes,Jardim Lavorato,2,789,0.0,0.0,18.78696535817862,26.784923077057925
Embu das Artes,Jardim Santa Emília,9,3324,0.0,0.0,18.78696535817862,26.801109333144268
Embu das Artes,Jardim Santa Luzia,7,3054,0.0,0.0,18.78696535817862,26.815980821136954
Embu das Artes,Jardim Silvia,10,4709,0.0,0.0,18.78696535817862,26.838911350592603
Embu das Artes,Jardim Presidente Kennedy,6,2569,0.0,0.0,18.78696535817862,26.851421125528162
Itaquaquecetuba,Una,3,681,0.0,0.0,18.78696535817862,26.85473726283105
Embu das Artes,Estância de Embuarama,1,542,0.0,0.0,18.78696535817862,26.857376538041283
Santo André,Parque América,2,520,0.0,0.0,18.78696535817862,26.859908683999436
Embu das Artes,Jardim Castilho,6,1928,0.0,0.0,18.78696535817862,26.869297102090428
Santo André,Paranapiacaba,3,774,0.0,0.0,18.78696535817862,26.87306610395891
Embu das Artes,Jardim Casa Branca,13,5807,0.0,0.0,18.78696535817862,26.901343356995426
Embu das Artes,Gramado,2,421,0.0,0.0,18.78696535817862,26.903393421319237
Embu das Artes,Granja Nossa Senhora Aparecida,1,180,0.0,0.0,18.78696535817862,26.904269933381673
Embu das Artes,Jardim São Marcos,20,8948,0.0,0.0,18.78696535817862,26.94784232190772
Santo André,Estância Rio Grande,1,125,0.0,0.0,18.78696535817862,26.948451010839968
Embu das Artes,Jardim São Luiz,11,3940,0.0,0.0,18.78696535817862,26.96763688598443
Embu das Artes,Jardim São Francisco,6,3931,0.0,0.0,18.78696535817862,26.98677893552577
Embu das Artes,Jardim Recanto da Fonte,1,405,0.0,0.0,18.78696535817862,26.98875108766625
Embu das Artes,Esplanada,12,6756,0.0,0.0,18.78696535817862,27.0216495070764
Embu das Artes,Independência-Casa Branca,3,1465,0.0,0.0,18.78696535817862,27.028783341362345
Embu das Artes,Invernada,1,138,0.0,0.0,18.78696535817862,27.02945533394355
Barueri,Aldeia da Serra,5,3472,0.0,0.0,18.78696535817862,27.04636227772567
Embu das Artes,Jardim Batista,4,2247,0.0,0.0,18.78696535817862,27.05730406997176
Embu das Artes,Jardim Sadie,4,1472,0.0,0.0,18.78696535817862,27.06447199083792
Embu das Artes,Jardim Santo Eduardo,24,11626,0.0,0.0,18.78696535817862,27.12108493104845
Embu das Artes,Jardim Santo Antônio,8,4591,0.0,0.0,18.78696535817862,27.143440858152058
Santo André,Jardim Joaquim Eugênio de Lima,2,564,0.0,0.0,18.78696535817862,27.146187262614358
Embu das Artes,Jardim Santa Bárbara,2,925,0.0,0.0,18.78696535817862,27.150691560712996
Embu das Artes,Jardim Santa Clara,5,1934,0.0,0.0,18.78696535817862,27.16010919587274
Embu das Artes,Jardim Santa Tereza,15,7568,0.0,0.0,18.78696535817862,27.196961658586766
Embu das Artes,Jardim Santa Rita,2,1178,0.0,0.0,18.78696535817862,27.202697943084274
Embu das Artes,Jardim Santa Maria,2,624,0.0,0.0,18.78696535817862,27.20573651823406
Osasco,Cidade de Deus,1,285,0.0,0.0,18.78696535817862,27.207124328999583
Embu das Artes,Jardim São Vicente,7,3340,0.0,0.0,18.78696535817862,27.22338849726925
Embu das Artes,Jardim Vazame,7,2926,0.0,0.0,18.78696535817862,27.237636687795312
Embu das Artes,Jardim Novo Campo Limpo,11,5669,0.0,0.0,18.78696535817862,27.26524194825063
Ribeirão Pires,Pastoril,3,1345,0.0,0.0,18.78696535817862,27.271791441161618
Embu das Artes,Chácaras Lydia,1,124,0.0,0.0,18.78696535817862,27.27239526058241
Embu das Artes,Jardim Valo Verde,17,8027,0.0,0.0,18.78696535817862,27.311482829055656
Embu das Artes,Jardim Magaly,7,2943,0.0,0.0,18.78696535817862,27.325813801276507
Embu das Artes,Jardim Marina,3,1306,0.0,0.0,18.78696535817862,27.332173383240633
Embu das Artes,Jardim Mimas,8,3586,0.0,0.0,18.78696535817862,27.349635451328965
Embu das Artes,Jardim Tome,2,862,0.0,0.0,18.78696535817862,27.35383297020575
Embu das Artes,Chácaras São Cristóvão,1,145,0.0,0.0,18.78696535817862,27.354539049367155
Itaquaquecetuba,Estação,9,4000,0.0,0.0,18.78696535817862,27.374017095199093
Embu das Artes,Água Espraiada,1,180,0.0,0.0,18.78696535817862,27.37489360726153
Embu das Artes,Jardim Nayara,2,1668,0.0,0.0,18.78696535817862,27.38301595237345
Embu das Artes,Jardim Nossa Senhora de Fátima,10,5797,0.0,0.0,18.78696535817862,27.41124451029539
Embu das Artes,Jardim Taima,1,708,0.0,0.0,18.78696535817862,27.41469212440764
Ribeirão Pires,Sertãozinho,1,329,0.0,0.0,18.78696535817862,27.41629419367732
Embu das Artes,Engenho Velho,4,1950,0.0,0.0,18.78696535817862,27.425789741020388
Santo André,Vila Alice,5,2692,0.0,0.0,18.78696535817862,27.438898465865286
Embu das Artes,Cooperativa,1,270,0.0,0.0,18.78696535817862,27.440213233958943
Santo André,Sítio Taquaral,1,219,0.0,0.0,18.78696535817862,27.441279656968238
Embu das Artes,Jardim Novo Embu,4,1569,0.0,0.0,18.78696535817862,27.448919920445817
Osasco,Industrial Centro,1,867,0.0,0.0,18.78696535817862,27.453141786879893
Ribeirão Pires,Tecelão,5,1177,0.0,0.0,18.78696535817862,27.45887320186594
Embu das Artes,Embu Colonial,2,446,0.0,0.0,18.78696535817862,27.4610450039762
Embu das Artes,Jardim Pinheirinho,12,5220,0.0,0.0,18.78696535817862,27.48646385378688
Embu das Artes,Jardim Pinheiros,2,914,0.0,0.0,18.78696535817862,27.49091458725948
Embu das Artes,Embu-Mirim,1,848,0.0,0.0,18.78696535817862,27.49504393297585
Osasco,City Bussocaba,8,2632,0.0,0.0,18.78696535817862,27.507860487133268
Embu das Artes,Jardim Indaiá,2,990,0.0,0.0,18.78696535817862,27.512681303476672
Embu das Artes,Embuema,2,676,0.0,0.0,18.78696535817862,27.515973093222268
Embu das Artes,Jardim Vista Alegre,25,12778,0.0,0.0,18.78696535817862,27.578195710632396
