NM_MUN,bairro,n_setores,pop,casos,taxa,cum_casos_pct,cum_pop_pct
Osasco,Helena Maria,43,20604,41.0,39.798097456804506,11.55260213285835,12.596720062645291
Guarulhos,Fátima,30,14604,41.0,56.149000273897556,11.646228677125436,12.667834407977702
São Bernardo do Campo,Planalto,71,35068,41.0,23.38314132542489,11.739855221392524,12.838598435786313
São Bernardo do Campo,Alves Dias,56,27065,41.0,30.297432107888415,11.833481765659611,12.970391763396671
Mauá,RP4 (Regiões de Planejamento),99,51583,41.0,15.896710156446892,11.927108309926696,13.221575772933903
Guarulhos,Gopoúva,59,26370,39.0,29.57906712172924,12.01616770569295,13.34998479008096
Mauá,RP13 (Regiões de Planejamento),53,28107,39.0,27.751094033514782,12.105227101459203,13.48685214863054
Guarulhos,Bela Vista,31,19248,38.0,39.484621778886115,12.192002922975039,13.580580505173831
São Bernardo do Campo,Paulicéia,52,23147,38.0,32.833628547975984,12.278778744490877,13.693295086891805
São Bernardo do Campo,Rudge Ramos,98,40309,38.0,18.85435014512888,12.365554566006713,13.889580224251716
Santo André,Vila Metalúrgica,39,22081,37.0,33.51297495584439,12.450046813272134,13.997103906755479
Diadema,Inamar,46,20181,37.0,36.66815321341856,12.534539060537552,14.09537551748907
Guarulhos,Cocaia,50,25426,36.0,28.317470305985996,12.616747733552556,14.219187715819793
Guarulhos,Mato das Cobras,17,12226,35.0,57.255030263373136,12.696672832317143,14.278722362905114
Barueri,Cruz Preta,38,30353,34.0,22.40305735841597,12.774314356831312,14.426526644189327
Santo André,Vila Guiomar,23,11848,34.0,57.39365293720459,12.85195588134548,14.48422061594353
Osasco,Baronesa,30,13403,33.0,49.24270685667388,12.927313831609236,14.549486678014901
São Bernardo do Campo,Assunção,91,39844,33.0,16.564601947595623,13.002671781872987,14.743507492546847
Guarulhos,Macedo,52,23219,33.0,28.424996769886732,13.07802973213674,14.856572679089798
Guarulhos,Itapegica,42,19306,31.0,32.11436859007563,13.148820533899661,14.950583467297651
Santo André,Parque João Ramalho,36,17386,31.0,35.66087656735304,13.219611335662579,15.035244793506175
Guarulhos,Vila Barros,34,18247,30.0,32.88211760837398,13.28811856317508,15.124098769080025
São Bernardo do Campo,Independência,43,22763,30.0,26.358564336862454,13.356625790687584,15.234943458398131
Guarulhos,Bom Clima,17,10255,30.0,58.50804485616773,13.425133018200086,15.284880298399766
Guarulhos,Água Chata,41,22935,29.0,25.28885982123392,13.491356671462174,15.396562543688649
São Bernardo do Campo,Taboão,62,29574,29.0,19.611821194292283,13.557580324724258,15.54057347554709
Osasco,Bussocaba,24,12644,29.0,45.87155963302752,13.623803977986343,15.60214357842185
Caieiras,Serpa,45,27210,28.0,20.580668871738332,13.687744056998014,15.734642985193616
Osasco,Jardim Novo Osasco,34,18252,28.0,30.68156914310761,13.75168413600968,15.823521308324755
Osasco,Jardim Elvira,18,10446,27.0,51.69442848937392,13.813340640770935,15.874388225014865
Guarulhos,Invernada,28,14503,27.0,37.23367579121561,13.874997145532186,15.94501074969002
Guarulhos,Ponte Grande,63,25546,27.0,21.13833868315979,13.93665365029344,16.0694072893957
Osasco,Pestana,24,12226,27.0,44.16816620317357,13.998310155054691,16.12894193648102
Osasco,Bonança,48,23398,27.0,23.078895632105308,14.059966659815945,16.24287876557495
Itaquaquecetuba,Aracaré,46,27503,26.0,18.907028324182818,14.11933959032678,16.376804939203907
