NM_MUN,fcu,n_setores,pop,casos,taxa,cum_pct
Caieiras,Anita Garibaldi,1,595,3.0,100.84033613445378,84.5153521974714
São Bernardo do Campo,Lixão Alvarenga,4,2217,3.0,27.063599458728014,84.55147501505117
Franco da Rocha,Antônio Nascimento,1,253,3.0,237.15415019762847,84.58759783263095
São Paulo,Parque Pereira,1,547,3.0,109.68921389396709,84.62372065021071
Osasco,Padroeira - BT,1,570,3.0,105.26315789473684,84.65984346779048
São Paulo,Delmondes,2,576,3.0,104.16666666666667,84.69596628537026
Taboão da Serra,Jardim Trianon Posto de Saúde - José Miele,5,2186,3.0,27.44739249771272,84.73208910295003
Osasco,Piratininga - CI,6,3901,3.0,15.380671622660856,84.76821192052981
Taboão da Serra,Jardim Vale das Flores - CSU,5,1960,3.0,30.612244897959183,84.80433473810957
São Paulo,Parque Figueira Grande II,2,1282,3.0,46.801872074883,84.84045755568934
Barueri,Otacílio Alves Martins,1,1745,3.0,34.38395415472779,84.87658037326912
São Paulo,Jardim Rosana,3,1252,3.0,47.92332268370607,84.91270319084889
Osasco,Rochdale - M,3,1386,3.0,43.29004329004329,84.94882600842865
São Paulo,Jardim Carumbe / Lázaro de Barros,2,455,3.0,131.86813186813185,84.98494882600843
São Paulo,Jardim Capelinha / Nuno Roland,1,721,3.0,83.21775312066575,85.0210716435882
Barueri,Jardim Audir,2,893,3.0,67.18924972004478,85.05719446116797
São Paulo,São José Operário,4,1093,3.0,54.89478499542544,85.09331727874773
São Paulo,Mandiocal I do Parque Regina,3,821,3.0,73.0816077953715,85.12944009632751
Osasco,Jaguaribe - AB,4,3921,3.0,15.30221882172915,85.1655629139073
Guarulhos,Jardim Cumbica II,1,599,3.0,100.1669449081803,85.20168573148706
São Paulo,Jardim Uberaba,1,721,3.0,83.21775312066575,85.23780854906683
São Paulo,Satélite Dioneia,8,1354,3.0,44.313146233382575,85.2739313666466
São Paulo,Parque da Cantareira,3,866,3.0,69.28406466512702,85.31005418422637
São Paulo,Sítio dos Pereiras / Cond. Jequiritiba,2,1101,3.0,54.495912806539515,85.34617700180614
São Paulo,Jardim Arizona,3,895,3.0,67.0391061452514,85.3822998193859
Mogi das Cruzes,Vila Nova Jundiapeba,1,993,3.0,60.42296072507553,85.41842263696569
Cotia,Favela do Chiclete,1,194,3.0,309.2783505154639,85.45454545454545
São Paulo,Jardim Arnaldo,3,1415,3.0,42.40282685512368,85.49066827212522
São Paulo,Lago do Junca,2,1154,3.0,51.99306759098787,85.526791089705
São Paulo,Jardim Santa Terezinha,4,2119,3.0,28.315243039169417,85.56291390728477
São Paulo,Sem Terra,3,1207,3.0,49.71002485501243,85.59903672486455
São Paulo,Parque Belém,3,1749,3.0,34.305317324185246,85.6351595424443
Francisco Morato,Jardim Astúrias,8,2589,3.0,23.174971031286212,85.67128236002408
São Paulo,Domênico Lansete,8,2969,3.0,20.20882452004042,85.70740517760386
São Paulo,Jardim Cotinha,3,1003,3.0,59.82053838484546,85.74352799518363
Osasco,Bussocaba - AD 2/Jaguaribe,2,819,3.0,73.26007326007326,85.77965081276339
São Paulo,Parque Boturussu,2,771,3.0,77.82101167315176,85.81577363034316
São Paulo,Jardim Vila Cisper II,1,611,3.0,98.19967266775777,85.85189644792294
São Paulo,Parque Cavalo Branco,8,3860,3.0,15.5440414507772,85.88801926550272
Osasco,Dersa / Buraco,2,1425,3.0,42.10526315789474,85.92414208308247
São Paulo,Parque Santo Antônio IV,3,1073,3.0,55.917986952469704,85.96026490066225
Osasco,Girassois - CY,5,1702,3.0,35.252643948296125,85.99638771824202
Francisco Morato,Ouro Preto,7,1638,3.0,36.63003663003663,86.0325105358218
São Paulo,Chamocos,1,332,3.0,180.72289156626508,86.06863335340157
Ferraz de Vasconcelos,Jardim São José 2,1,275,3.0,218.1818181818182,86.10475617098133
Ferraz de Vasconcelos,Jardim TV,4,1966,3.0,30.51881993896236,86.14087898856111
São Paulo,Avenida Carlos Barbosa Santos / Estrada do Schmidt,14,3189,3.0,18.814675446848543,86.17700180614088
São Paulo,Santa Davina,1,615,3.0,97.5609756097561,86.21312462372065
São Paulo,Antonio Candido de Alvarenga,1,197,3.0,304.56852791878174,86.24924744130043
Guarulhos,Santa Angelina,2,555,3.0,108.10810810810811,86.28537025888019
Itaquaquecetuba,Jardim Fiorelo,1,1115,3.0,53.81165919282512,86.32149307645996
São Bernardo do Campo,Alvarenga Peixoto,1,333,3.0,180.18018018018017,86.35761589403972
Guarulhos,Residencial Bambi II,1,390,3.0,153.84615384615384,86.3937387116195
São Paulo,Santa Helena,2,479,3.0,125.26096033402922,86.42986152919929
São Paulo,Funaps Multirão,2,1111,3.0,54.005400540054005,86.46598434677905
São Paulo,Santa Júlia,1,654,3.0,91.74311926605505,86.50210716435882
São Paulo,Recanto dos Humildes,1,444,3.0,135.13513513513513,86.53822998193858
São Paulo,Fruta Pão,1,230,3.0,260.8695652173913,86.57435279951837
Santo André,Sacadura Cabral,3,2250,3.0,26.666666666666668,86.61047561709813
São Paulo,Jardim São Paulo I,1,386,3.0,155.440414507772,86.6465984346779
São Paulo,Francisco Munhoz Filho,3,1291,3.0,46.47560030983734,86.68272125225768
Santo André,Queirós Filho,1,513,3.0,116.95906432748538,86.71884406983744
São Paulo,Santa Lúcia II,2,563,3.0,106.57193605683837,86.75496688741721
São Paulo,João Batista Nogueira,1,207,3.0,289.8550724637681,86.79108970499699
São Paulo,Itacolomi,2,744,3.0,80.64516129032258,86.82721252257676
São Paulo,Ubai,1,229,3.0,262.0087336244541,86.86333534015654
São Bernardo do Campo,Carminha / Detroit,4,1582,3.0,37.92667509481669,86.89945815773629
Guarulhos,Núcleo Habitacional Jardim Guaracy,1,259,3.0,231.66023166023166,86.93558097531607
São Paulo,Aristocrata Clube - invasão,2,866,3.0,69.28406466512702,86.97170379289585
Diadema,Nações / Berlim,2,774,3.0,77.51937984496124,87.00782661047562
São Paulo,Ventura Branco,1,503,3.0,119.28429423459245,87.04394942805538
São Paulo,Três Fronteiras,3,1270,3.0,47.24409448818898,87.08007224563517
Guarulhos,Tijuco Preto,3,3303,3.0,18.1653042688465,87.11619506321493
Diadema,União 1 B,5,2107,3.0,28.4765068818225,87.15231788079471
São Paulo,Horto do Ipê,2,1713,3.0,35.02626970227671,87.18844069837446
São Paulo,Alto da Rivieira B / Jardim Guanguará,5,1739,3.0,34.50258769407706,87.22456351595424
São Paulo,Jardim Imbuias I,3,1701,3.0,35.27336860670194,87.26068633353403
São Paulo,Vila Carmosina,6,3303,3.0,18.1653042688465,87.29680915111379
São Paulo,Gêmeos,3,520,3.0,115.3846153846154,87.33293196869356
São Paulo,Ilha das Cobras,1,353,3.0,169.97167138810198,87.36905478627332
São Paulo,Afonso Domingues,1,625,3.0,96.0,87.4051776038531
São Paulo,Imprensa Colonos,3,1004,3.0,59.7609561752988,87.44130042143287
São Paulo,Rua Jacob Guilger Reimberg,1,356,3.0,168.53932584269663,87.47742323901264
São Paulo,Jardim Itapura III,1,429,3.0,139.86013986013987,87.51354605659242
São Paulo,Vila Beira Alta,2,767,3.0,78.22685788787483,87.54966887417218
São Paulo,Guaratu,1,103,3.0,582.5242718446602,87.58579169175195
Itapevi,Itaquarí/Jardim Ruth,1,545,3.0,110.09174311926607,87.62191450933173
São Paulo,Cidade Alta II,1,348,3.0,172.41379310344828,87.6580373269115
São Paulo,Campo de Luta,1,540,3.0,111.11111111111111,87.69416014449128
Diadema,Portinari,1,704,3.0,85.22727272727272,87.73028296207104
São Paulo,Jardim Ideal,1,449,3.0,133.63028953229397,87.76640577965081
Diadema,Piratininga I e II,2,1585,3.0,37.85488958990536,87.80252859723059
São Paulo,Viela Walter,2,678,3.0,88.49557522123894,87.83865141481036
São Paulo,Monte Kemel,1,114,3.0,526.3157894736842,87.87477423239012
São Paulo,Jardim São Carlos,4,1574,3.0,38.11944091486658,87.91089704996989
São Paulo,Charco,2,711,3.0,84.38818565400844,87.94701986754967
São Paulo,Jardim Maria Sampaio I,1,462,3.0,129.87012987012986,87.98314268512945
São Paulo,Santa Mônica,1,344,3.0,174.41860465116278,88.0192655027092
São Paulo,Quadra de Futebol,1,193,3.0,310.880829015544,88.05538832028898
Guarulhos,Jardim Santa Inês I,1,458,3.0,131.00436681222706,88.09151113786875
Mairiporã,Sitio Matias,1,312,3.0,192.30769230769232,88.12763395544853
São Paulo,Vila Zilda,2,1399,3.0,42.88777698355968,88.1637567730283
São Paulo,Caititu,1,982,3.0,61.099796334012225,88.19987959060806
Diadema,Favela do Padre / Vila dos Palmares,2,1222,3.0,49.09983633387888,88.23600240818784
São Bernardo do Campo,Victor Brecheret/Jardim Represa,3,1761,3.0,34.07155025553663,88.27212522576761
Itaquaquecetuba,Vila Roseli / Vitória,1,1013,3.0,59.23000987166831,88.30824804334738
São Paulo,Liviero,1,537,3.0,111.73184357541899,88.34437086092716
São Paulo,Autódromo II,2,1066,3.0,56.28517823639775,88.38049367850692
Diadema,Cação Calango Cachalote,2,1139,3.0,52.67778753292362,88.4166164960867
Ferraz de Vasconcelos,Jardim Metrópole/São Judas,2,593,3.0,101.1804384485666,88.45273931366646
São Paulo,Santa Terezinha / Fepasa / Apiaris,7,2637,3.0,22.753128555176335,88.48886213124624
São Paulo,Augusto Montenegro,1,156,3.0,384.61538461538464,88.52498494882602
São Paulo,Ascenso Fernandes,1,254,3.0,236.2204724409449,88.56110776640578
Mauá,Avenida Jesuíno Nicomédio Santos,2,791,3.0,75.85335018963337,88.59723058398555
Guarulhos,Jardim Santo Afonso,4,1109,3.0,54.10279531109107,88.63335340156532
Diadema,Imbaúva,2,731,3.0,82.07934336525308,88.6694762191451
São Paulo,Quilometro Vinte e Oito,5,1319,3.0,45.48900682335102,88.70559903672486
São Bernardo do Campo,Vila Galiléia / Vila Rosa,1,830,3.0,72.28915662650603,88.74172185430463
Santo André,Oratório,1,344,3.0,174.41860465116278,88.77784467188441
São Paulo,"Jardim Fujihara I, II,  III e Jardim  Nakamura II",5,2042,3.0,29.382957884427032,88.81396748946418
São Paulo,Nossa Senhora Aparecida (Parque Cocaia),1,271,3.0,221.4022140221402,88.85009030704396
São Paulo,Vila Rubi,3,1456,3.0,41.20879120879121,88.88621312462372
São Paulo,Raimundo Pereira de Magalhães,1,301,3.0,199.33554817275746,88.92233594220349
São Paulo,Jardim Alpino II,1,489,3.0,122.69938650306749,88.95845875978327
Santo André,Cata Preta Eucaliptos,4,3444,2.0,11.614401858304298,88.98254063816978
São Paulo,Céu Sapopemba,1,300,2.0,133.33333333333334,89.00662251655629
Osasco,Vila Menck - BU,1,445,2.0,89.88764044943821,89.0307043949428
São Paulo,Amadeu,1,722,2.0,55.4016620498615,89.05478627332933
Santo André,Espírito Santo I,7,2782,2.0,14.378145219266715,89.07886815171582
São Paulo,Cidade Papai Noel,5,2350,2.0,17.02127659574468,89.10295003010235
Pirapora do Bom Jesus,Nucleo Barragem,1,551,2.0,72.59528130671505,89.12703190848886
Santo André,Gamboa II,1,761,2.0,52.562417871222074,89.15111378687538
São Paulo,Alfredo Avila,1,441,2.0,90.702947845805,89.17519566526188
São Bernardo do Campo,Jurubeba,1,628,2.0,63.69426751592356,89.1992775436484
São Paulo,Alto do Riviera A,4,1651,2.0,24.227740763173834,89.22335942203492
Santo André,Gregório de Matos,2,745,2.0,53.69127516778523,89.24744130042144
São Paulo,Boa Esperança,1,334,2.0,119.76047904191617,89.27152317880794
São Bernardo do Campo,Rua Paraíba / Ceará-Mirim,2,703,2.0,56.899004267425326,89.29560505719446
São Paulo,Alba,3,1252,2.0,31.94888178913738,89.31968693558098
São Paulo,Beija-Flor,2,569,2.0,70.29876977152901,89.3437688139675
São Paulo,Palácio Guanabara,4,1585,2.0,25.23659305993691,89.367850692354
São Paulo,Carrãozinho II,3,643,2.0,62.20839813374805,89.39193257074052
São Paulo,Ministro Lins de Barros,1,307,2.0,130.29315960912052,89.41601444912703
São Paulo,Parque Fernanda II,1,360,2.0,111.11111111111111,89.44009632751354
Suzano,Jardim Belém,2,529,2.0,75.61436672967864,89.46417820590005
São Bernardo do Campo,Novo Parque / Parque São Bernardo,2,1300,2.0,30.76923076923077,89.48826008428658
São Bernardo do Campo,Los Angeles,1,516,2.0,77.51937984496124,89.51234196267309
São Paulo,Parque Fernanda III,1,440,2.0,90.9090909090909,89.5364238410596
São Paulo,Córrego João Botelho,1,281,2.0,142.34875444839858,89.56050571944611
São Bernardo do Campo,Santa Mônica,2,931,2.0,42.964554242749735,89.58458759783264
São Paulo,Avenida Gabriela Mistral,1,307,2.0,130.29315960912052,89.60866947621915
São Paulo,Cefalonia / Moenda Velha,1,554,2.0,72.20216606498195,89.63275135460566
São Paulo,Campo Limpo C,1,251,2.0,159.3625498007968,89.65683323299217
São Paulo,Núcleo Particular,1,544,2.0,73.52941176470588,89.6809151113787
São Bernardo do Campo,Vila Vanguarda / Saracantan,2,583,2.0,68.61063464837049,89.7049969897652
São Paulo,Libanesa,1,667,2.0,59.97001499250374,89.72907886815172
São Paulo,Paranapanema II,3,1425,2.0,28.07017543859649,89.75316074653823
São Paulo,Chácara Vale do Sol / Morro da Mandioca,3,694,2.0,57.636887608069166,89.77724262492475
Santo André,Esfinge,1,207,2.0,193.23671497584542,89.80132450331125
São Paulo,Barro Branco,1,361,2.0,110.803324099723,89.82540638169777
São Paulo,Barra da Buriquióca,1,230,2.0,173.91304347826087,89.84948826008429
São Paulo,Lupércio de Souza Cortêz,1,289,2.0,138.4083044982699,89.87357013847081
São Paulo,Colina,1,539,2.0,74.21150278293135,89.89765201685731
São Paulo,Nova Apurá II,1,602,2.0,66.44518272425249,89.92173389524383
Santana de Parnaíba,Vila Rangel,1,475,2.0,84.21052631578948,89.94581577363034
São Paulo,Ocupação Morumbizinho - São Francisco Global,4,1555,2.0,25.723472668810288,89.96989765201687
São Paulo,Mário Belmonte,2,573,2.0,69.80802792321117,89.99397953040337
São Paulo,Baltazar de Campos / Viela A,2,416,2.0,96.15384615384616,90.01806140878989
São Paulo,Parque Boa Esperança,1,437,2.0,91.53318077803205,90.0421432871764
São Paulo,Conj. Habitacional São Miguel Paulista - P,3,949,2.0,42.149631190727085,90.06622516556291
São Paulo,Chácara do Meio / Jd. Apura / Portal Ecol,3,1971,2.0,20.294266869609334,90.09030704394942
São Bernardo do Campo,Sítio dos Morros,1,157,2.0,254.77707006369425,90.11438892233595
São Paulo,Basiléia II,1,452,2.0,88.49557522123894,90.13847080072246
Santo André,Toledana PMSA / CDHU,1,507,2.0,78.89546351084812,90.16255267910897
Ribeirão Pires,Chácara Nova Aliança,3,2037,2.0,19.636720667648504,90.18663455749548
São Paulo,Novo Vila Nascente,10,2640,2.0,15.151515151515152,90.210716435882
São Paulo,Carlos Mattiz,3,1095,2.0,36.529680365296805,90.23479831426852
São Paulo,Corrego Pintadinho,2,398,2.0,100.50251256281408,90.25888019265503
São Paulo,Orvalheira,1,596,2.0,67.11409395973153,90.28296207104154
São Paulo,Apuanã,1,286,2.0,139.86013986013987,90.30704394942805
Osasco,Veloso - W,2,902,2.0,44.34589800443459,90.33112582781457
São Paulo,Antônio Carlos Teixeira Monteiro,2,497,2.0,80.48289738430583,90.35520770620109
São Paulo,Caruxa,2,1133,2.0,35.3045013239188,90.3792895845876
São Paulo,Machado Nunes / Pimentel Távora,1,294,2.0,136.05442176870747,90.4033714629741
São Paulo,Colônia - Jardim Pedra Branca,1,584,2.0,68.4931506849315,90.42745334136063
São Paulo,Antônio Madi,1,517,2.0,77.36943907156673,90.45153521974714
São Paulo,Aquarela do Parque Edu Chaves,1,447,2.0,89.48545861297539,90.47561709813365
São Paulo,Blocos Ebenizer,1,364,2.0,109.89010989010988,90.49969897652016
São Paulo,Parque Figueira Grande III,1,492,2.0,81.30081300813008,90.52378085490669
São Paulo,Tanque Itápolis,2,523,2.0,76.48183556405354,90.5478627332932
São Paulo,São José Bruna Galéa,1,651,2.0,61.443932411674346,90.57194461167971
Franco da Rocha,Monte Verde II,1,342,2.0,116.95906432748538,90.59602649006622
São Paulo,São José II,2,364,2.0,109.89010989010988,90.62010836845273
Franco da Rocha,Arco-íris,4,1558,2.0,25.673940949935815,90.64419024683926
São Paulo,Jardim Cidade Pirituba,1,282,2.0,141.84397163120568,90.66827212522577
Francisco Morato,Rua das Margaridas,1,457,2.0,87.527352297593,90.69235400361228
São Paulo,Símbolo,1,224,2.0,178.57142857142856,90.71643588199879
São Paulo,Sítio Barrocada,4,1672,2.0,23.923444976076556,90.7405177603853
Francisco Morato,Recanto Soraya,2,888,2.0,45.04504504504504,90.76459963877183
São Paulo,Sítio Carraozinho II / Alto Paulistano / Nova Conquista,7,2833,2.0,14.119308153900459,90.78868151715834
Francisco Morato,Jardim Flórida,1,730,2.0,54.794520547945204,90.81276339554485
São Paulo,Jardim Tancredo,1,397,2.0,100.75566750629723,90.83684527393136
Ferraz de Vasconcelos,Parque São Francisco II,1,533,2.0,75.046904315197,90.86092715231788
Franco da Rocha,Taubaté / Vargas,1,172,2.0,232.5581395348837,90.8850090307044
Ferraz de Vasconcelos,Nova Ferraz,9,2578,2.0,15.51590380139643,90.9090909090909
São Paulo,Taquari,3,873,2.0,45.81901489117984,90.93317278747742
Ferraz de Vasconcelos,Jardim São Lázaro/Jardim Mercedes,2,413,2.0,96.85230024213075,90.95725466586394
São Paulo,Jardim Ernestina,1,622,2.0,64.30868167202573,90.98133654425044
São Paulo,Teotônio Vilela Artigas,1,588,2.0,68.02721088435374,91.00541842263696
São Paulo,Teotônio Vilela Cohab,1,357,2.0,112.04481792717085,91.02950030102348
São Paulo,Tereza,3,901,2.0,44.39511653718091,91.05358217941
Ferraz de Vasconcelos,Jacarezinho,2,604,2.0,66.2251655629139,91.0776640577965
São Paulo,Jardim Fontalis,1,827,2.0,48.367593712212816,91.10174593618302
São Paulo,Tomás Pompeu II,1,488,2.0,81.9672131147541,91.12582781456953
São Paulo,Totó,3,697,2.0,57.38880918220947,91.14990969295606
São Paulo,Travessa Aldo Ribeiro de Luz,2,429,2.0,93.24009324009324,91.17399157134255
São Paulo,São Geraldo Jardel Filho,3,837,2.0,47.789725209080046,91.19807344972908
São Paulo,Jardim Calú,3,1287,2.0,31.08003108003108,91.22215532811559
Guarulhos,Vila Operária / Cabuçu,3,2556,2.0,15.649452269170578,91.24623720650212
São Paulo,Itápolis,2,580,2.0,68.9655172413793,91.27031908488861
Guarulhos,Vila Nova Cumbica,3,1098,2.0,36.42987249544627,91.29440096327514
São Paulo,Imprensa Nilópólis,1,468,2.0,85.47008547008546,91.31848284166165
São Paulo,S.O.S Moradia,2,1016,2.0,39.37007874015748,91.34256472004816
Guarulhos,Vila Lanzara,1,472,2.0,84.7457627118644,91.36664659843467
São Paulo,Império II,1,575,2.0,69.56521739130436,91.3907284768212
São Paulo,Inajar de Souza I,1,1044,2.0,38.31417624521073,91.4148103552077
Guarulhos,Vila Carmela I,4,1876,2.0,21.321961620469082,91.43889223359422
Guarulhos,Parque Mikail,1,343,2.0,116.61807580174927,91.46297411198073
São Paulo,Santa Luzia,1,563,2.0,71.04795737122558,91.48705599036725
Guarulhos,Paes de Barros - Cumbica,2,1613,2.0,24.798512089274645,91.51113786875376
São Paulo,Itajuibe,1,530,2.0,75.47169811320754,91.53521974714027
Guarulhos,Jd Maria Aparecida / Vila São João Batista / Vila Marilda,1,960,2.0,41.66666666666667,91.55930162552679
Guarulhos,Jardim Zimbardi,2,647,2.0,61.82380216383308,91.58338350391331
Guarulhos,Bananal,3,2254,2.0,17.74622892635315,91.60746538229982
São Paulo,Jardim das Rosas,2,1181,2.0,33.869602032176125,91.63154726068633
São Paulo,Jamil Sawaya I,1,470,2.0,85.1063829787234,91.65562913907284
São Paulo,Jardim das Laranjeiras,2,745,2.0,53.69127516778523,91.67971101745937
São Paulo,Jardim Alpino,1,616,2.0,64.93506493506493,91.70379289584588
Guarulhos,Jardim Paulista,2,553,2.0,72.33273056057867,91.72787477423239
São Paulo,Jardim Amália,2,1401,2.0,28.551034975017846,91.7519566526189
Guarulhos,Jardim Guaracy,1,820,2.0,48.78048780487805,91.77603853100543
Guarulhos,Jardim Bela Vista I,1,202,2.0,198.01980198019803,91.80012040939192
São Paulo,Jardim Beatriz,2,738,2.0,54.200542005420054,91.82420228777845
São Paulo,Jardim Boa Sorte,1,690,2.0,57.971014492753625,91.84828416616496
Guarulhos,Cidade Satélite I,1,233,2.0,171.67381974248926,91.87236604455148
São Paulo,Sossego,1,411,2.0,97.32360097323601,91.89644792293798
São Paulo,União,1,178,2.0,224.71910112359552,91.9205298013245
São Paulo,Vera Cruz,1,506,2.0,79.05138339920948,91.94461167971102
São Paulo,Veronia I,3,1235,2.0,32.388663967611336,91.96869355809754
São Paulo,Jardim Nélia,3,1480,2.0,27.027027027027028,91.99277543648404
Diadema,Bandeirantes,1,145,2.0,275.8620689655172,92.01685731487056
Cotia,Sonho Meu (Rua da Penha),6,2331,2.0,17.16001716001716,92.04093919325707
São Paulo,Jardim Monte Líbano,5,2481,2.0,16.122531237404274,92.0650210716436
Carapicuíba,Vila Menck,2,645,2.0,62.015503875968996,92.0891029500301
Carapicuíba,Vila Dirce,1,512,2.0,78.125,92.11318482841662
São Paulo,Jardim Nova America II,1,581,2.0,68.84681583476765,92.13726670680313
São Paulo,Violão II,3,1896,2.0,21.09704641350211,92.16134858518964
Carapicuíba,Porta da Esperança,1,777,2.0,51.48005148005148,92.18543046357615
Carapicuíba,Martinópolis,1,208,2.0,192.30769230769232,92.20951234196268
Carapicuíba,Jardim Hermínia,1,167,2.0,239.52095808383234,92.23359422034919
Carapicuíba,Comunidade do Murão,2,1515,2.0,26.402640264026402,92.2576760987357
Carapicuíba,Comunidade Vinópolis / Comunidade Alterosa,2,1097,2.0,36.46308113035552,92.28175797712221
São Paulo,Jardim Santo André / Kaei Kawahira,2,931,2.0,42.964554242749735,92.30583985550874
São Paulo,Vila Aparecida,1,549,2.0,72.85974499089254,92.32992173389525
Carapicuíba,Avenida Dois Córregos II,1,453,2.0,88.30022075055187,92.35400361228176
São Paulo,Jardim Santa Terezinha II,1,310,2.0,129.03225806451613,92.37808549066827
São Paulo,Jardim Panorama,2,1808,2.0,22.123893805309734,92.4021673690548
Cajamar,Olaria I,1,1164,2.0,34.364261168384886,92.4262492474413
Cajamar,Danubio,1,435,2.0,91.95402298850574,92.45033112582782
Caieiras,Vicente Liza,2,776,2.0,51.54639175257732,92.47441300421433
São Paulo,Jardim Piracema,1,542,2.0,73.80073800738008,92.49849488260085
São Paulo,Jardim Planalto,2,869,2.0,46.029919447640964,92.52257676098735
Caieiras,Amabile Dellatorre,1,619,2.0,64.62035541195478,92.54665863937387
Taboão da Serra,Jardim Santa Cruz,1,253,2.0,158.10276679841897,92.57074051776038
São Paulo,Jardim Santa Cecília,3,742,2.0,53.90835579514825,92.59482239614691
São Paulo,Jardim Quarto Centenário,2,1452,2.0,27.54820936639118,92.6189042745334
Diadema,Bosque Real,1,749,2.0,53.4045393858478,92.64298615291993
Diadema,Cidade Alta / Uirapuru,1,274,2.0,145.98540145985402,92.66706803130644
Diadema,Cidade de Deus,1,259,2.0,154.44015444015443,92.69114990969297
São Paulo,Jardim Marcelo / Campo Ferreira II/ Jardim Marcelo II,2,1366,2.0,29.282576866764273,92.71523178807946
São Paulo,Vila Bom Jardim I,1,217,2.0,184.33179723502303,92.73931366646599
São Paulo,Vila Cheba,2,684,2.0,58.47953216374269,92.7633955448525
São Paulo,Vila Constância,1,363,2.0,110.19283746556472,92.78747742323901
Diadema,Vila Oriental I e II,1,361,2.0,110.803324099723,92.81155930162552
São Paulo,Vila Feliz,1,276,2.0,144.92753623188406,92.83564118001205
São Paulo,Jardim Independência,2,1209,2.0,33.085194375516956,92.85972305839856
São Paulo,Jardim Ipanema,4,1149,2.0,34.81288076588338,92.88380493678507
São Paulo,Jardim São Lourenço,2,524,2.0,76.33587786259542,92.90788681517158
Diadema,Tuiuti,1,253,2.0,158.10276679841897,92.9319686935581
São Paulo,Vila Iolanda - Invasão,3,1736,2.0,23.04147465437788,92.95605057194462
São Paulo,Jardim Irene III,1,147,2.0,272.10884353741494,92.98013245033113
Diadema,São Judas tadeu,1,580,2.0,68.9655172413793,93.00421432871764
São Paulo,Jardim Itajaí,5,838,2.0,47.7326968973747,93.02829620710415
São Paulo,Vila Nanci,1,464,2.0,86.20689655172414,93.05237808549067
Diadema,Rua do Mar / Álvares Cabral,1,429,2.0,93.24009324009324,93.07645996387718
São Paulo,Vila Nova Esperança (Vila Jaraguá),2,1642,2.0,24.3605359317905,93.1005418422637
Diadema,Parque Reid / Serra do Macaé / Nova Serrana,1,653,2.0,61.25574272588055,93.1246237206502
São Paulo,Vila Nova Pirajussara,2,1986,2.0,20.14098690835851,93.14870559903673
São Paulo,Vila Operária,3,921,2.0,43.43105320304018,93.17278747742324
Diadema,Nações / Inglaterra,1,669,2.0,59.790732436472354,93.19686935580975
Diadema,Mulford,1,875,2.0,45.714285714285715,93.22095123419626
Diadema,Mem de Sá,1,455,2.0,87.91208791208791,93.24503311258279
São Paulo,Jardim São Carlos II,1,692,2.0,57.80346820809249,93.2691149909693
Diadema,Maria Leonor,1,317,2.0,126.18296529968455,93.29319686935581
São Paulo,Vila Progresso,3,1104,2.0,36.231884057971016,93.31727874774232
São Paulo,Imperatriz Dona Amélia,1,323,2.0,123.8390092879257,93.34136062612883
Guarulhos,Jardim Ponte Alta II,1,206,2.0,194.17475728155338,93.36544250451536
Itaquaquecetuba,Jardim Luciana/Vila Arizona,1,503,2.0,79.52286282306163,93.38952438290187
São Paulo,Gaspar Madeira - São Francisco Global,1,798,2.0,50.12531328320802,93.41360626128838
São Paulo,Piqueri,1,704,2.0,56.81818181818181,93.43768813967489
São Paulo,Fragata da Constituição,2,1211,2.0,33.03055326176713,93.4617700180614
São Paulo,Parque São Paulo,1,241,2.0,165.97510373443984,93.48585189644793
São Paulo,Francisco Eugênio do Amaral,3,920,2.0,43.47826086956522,93.50993377483444
São Paulo,Recanto do Campo Belo III,1,584,2.0,68.4931506849315,93.53401565322095
São Paulo,Peinha,2,1564,2.0,25.57544757033248,93.55809753160746
São Paulo,Francisco Álvares,1,547,2.0,73.12614259597807,93.58217940999398
São Paulo,Rua Wilma Flor,1,287,2.0,139.37282229965157,93.6062612883805
Itaquaquecetuba,Jardim São Paulo,2,767,2.0,52.15123859191656,93.630343166767
Osasco,Bandeiras - AP,1,490,2.0,81.63265306122449,93.65442504515352
São Paulo,Parque São José VI,2,905,2.0,44.19889502762431,93.67850692354004
São Paulo,Fumaça / Neblina / Leblon,4,984,2.0,40.65040650406504,93.70258880192654
Osasco,Bandeiras - BP,1,550,2.0,72.72727272727272,93.72667068031306
Itaquaquecetuba,Vila Sônia,3,1884,2.0,21.231422505307858,93.75075255869957
Itaquaquecetuba,Jardim Josely,3,2577,2.0,15.521924718665115,93.7748344370861
Mairiporã,Jardim Brilha,3,1187,2.0,33.69839932603201,93.7989163154726
Mairiporã,Edésio Conceição Santos,1,225,2.0,177.7777777777778,93.82299819385912
São Paulo,Parque do Engenho / Alves de Souza,1,674,2.0,59.347181008902076,93.84708007224563
São Paulo,Fazenda da Juta V,1,963,2.0,41.53686396677051,93.87116195063216
Itaquaquecetuba,Vila Monte Belo II,1,690,2.0,57.971014492753625,93.89524382901865
São Paulo,Júlio Pinheiro,2,928,2.0,43.10344827586207,93.91932570740518
Itaquaquecetuba,Vila Maria Augusta,1,860,2.0,46.51162790697675,93.94340758579169
Itaquaquecetuba,Vila Ferreira,2,1511,2.0,26.472534745201855,93.96748946417821
Itaquaquecetuba,Vila Esperança,3,1802,2.0,22.197558268590456,93.99157134256471
Mauá,Rua José Leardini,1,131,2.0,305.3435114503817,94.01565322095124
