NM_MUN,fcu,n_setores,pop,casos,taxa,cum_pct
Osasco,Rochdale - BJ,4,2843,7.0,49.243756595145975,65.56291390728477
São Paulo,Jardim Catanduva,4,2450,7.0,57.142857142857146,65.64720048163757
São Paulo,Jardim Boa Vista / Felicidade,5,2892,7.0,48.40940525587828,65.73148705599037
São Paulo,Núcleo E - São Francisco Global,5,2719,7.0,51.48951820522251,65.81577363034316
São Paulo,Milharal,5,2110,7.0,66.35071090047393,65.90006020469596
São Paulo,Campinas I e II,4,2340,7.0,59.82905982905983,65.98434677904876
São Paulo,Rocinha Paulistana / Beira Rio,3,906,7.0,154.5253863134658,66.06863335340157
São Paulo,Guapira II,3,3116,7.0,44.929396662387674,66.15291992775437
Carapicuíba,Tonato,2,1234,7.0,113.452188006483,66.23720650210716
São Paulo,Missionária V,1,766,7.0,182.76762402088772,66.32149307645996
São Paulo,Jardim Nardini I e II,5,1849,7.0,75.71660356949702,66.40577965081278
São Paulo,Buraco do Sapo,6,2820,7.0,49.64539007092199,66.49006622516556
São Paulo,Mario Cardim,2,1072,7.0,130.59701492537314,66.57435279951837
São Paulo,Inácio Monteiro,2,1406,7.0,99.5732574679943,66.65863937387117
Ferraz de Vasconcelos,Deputado Cunha Bueno/Jardim Dayse,1,330,7.0,424.2424242424243,66.74292594822397
São Paulo,Jardim Icaraí (Brasilândia),3,1695,7.0,82.59587020648968,66.82721252257676
São Paulo,Vila Santana do Agreste,1,880,7.0,159.0909090909091,66.91149909692956
São Paulo,Jardim Gouveia,3,1684,7.0,83.1353919239905,66.99578567128236
São Paulo,Buraco do Sapo I e II,1,731,7.0,191.51846785225717,67.08007224563517
São Paulo,Vila Paulistano I,3,1660,7.0,84.33734939759036,67.16435881998795
São Paulo,Condessa Amália Matarazzo,2,612,7.0,228.75816993464053,67.24864539434076
Cotia,Jardim Cotia,1,886,7.0,158.0135440180587,67.33293196869356
São Paulo,Padre Achiles Silvestre,3,2120,7.0,66.0377358490566,67.41721854304636
Ferraz de Vasconcelos,Cidade de Deus,6,2078,7.0,67.37247353224255,67.50150511739915
São Paulo,Jardim Nossa Senhora Aparecida II,6,2137,7.0,65.51240056153486,67.58579169175196
Santo André,Jardim Sorocaba,5,2466,7.0,56.77210056772101,67.67007826610477
São Paulo,Morro Doce II,1,449,7.0,311.804008908686,67.75436484045755
São Paulo,Cinco de Julho,1,416,7.0,336.53846153846155,67.83865141481036
São Paulo,João Batista Malio,3,1153,7.0,121.42237640936688,67.92293798916316
São Paulo,Jardim Irene I,4,1643,7.0,85.2099817407182,68.00722456351596
São Paulo,Recanto Verde do Sol,1,1195,7.0,117.15481171548117,68.09151113786875
São Paulo,Cidade Julia,3,1574,7.0,88.9453621346887,68.17579771222155
São Paulo,Jardim Soares,1,648,7.0,216.04938271604937,68.26008428657435
São Paulo,Arpoador,2,1161,7.0,120.58570198105082,68.34437086092716
Mauá,Pedreirinha II,2,911,7.0,153.67727771679472,68.42865743527994
Santo André,Sítio dos Vianas,11,6837,7.0,20.47681731753693,68.51294400963275
São Paulo,Ingaí,4,1758,7.0,79.63594994311718,68.59723058398555
Suzano,Jardim Maitê,1,708,7.0,197.74011299435028,68.68151715833835
São Paulo,Jardim São Bento Novo,5,2436,7.0,57.47126436781609,68.76580373269115
São Paulo,Cidade A.E. Carvalho 5,3,1993,6.0,60.21073758153537,68.8380493678507
São Bernardo do Campo,Batistini,7,3892,6.0,30.832476875642342,68.91029500301023
Osasco,Veloso - AE,4,2713,6.0,44.23147806855879,68.98254063816978
São Paulo,Fazenda Oratório / da Juta,6,2560,6.0,46.875,69.05478627332931
Osasco,Portal D'oeste I - CN,4,2062,6.0,58.195926285160034,69.12703190848887
Guarulhos,Vila São Gabriel (Rua João B. Glória),3,1638,6.0,73.26007326007326,69.1992775436484
São Paulo,Mutirão dos Padres,1,643,6.0,186.6251944012442,69.27152317880795
São Paulo,Favela da Paz,7,2857,6.0,42.00210010500525,69.34376881396749
São Paulo,Núcleo C - São Francisco Global,6,3060,6.0,39.2156862745098,69.41601444912703
São Paulo,Conjunto Habitacional Vila Prudente B,1,486,6.0,246.91358024691357,69.48826008428658
São Paulo,Jardim Andorinha,1,591,6.0,203.04568527918784,69.56050571944613
Guarulhos,Jardim Santa Edwirges,7,4040,6.0,29.7029702970297,69.63275135460566
São Paulo,Estação Jaraguá,1,757,6.0,158.52047556142668,69.7049969897652
São Paulo,Santo Eduardo Área 2,1,611,6.0,196.39934533551553,69.77724262492474
Santo André,Capuava,9,4812,6.0,24.937655860349125,69.84948826008429
Mauá,Paranavaí,3,2240,6.0,53.57142857142858,69.92173389524383
São Paulo,Dona Lola,1,522,6.0,229.88505747126436,69.99397953040337
Osasco,Açucará / Inigrantes / Real Cargas,7,4671,6.0,25.690430314707772,70.06622516556291
São Paulo,Coronel João Cabanas,3,1490,6.0,80.53691275167785,70.13847080072246
São Paulo,Dois de Maio,3,1395,6.0,86.02150537634408,70.210716435882
São Paulo,Rocinha,9,3220,6.0,37.267080745341616,70.28296207104154
Guarulhos,Jardim dos Eucaliptos,6,4176,6.0,28.735632183908045,70.35520770620109
Guarulhos,Jardim dos Olivas,2,1444,6.0,83.10249307479224,70.42745334136062
São Bernardo do Campo,Jd. Industrial (Glebas 1/2),1,1196,6.0,100.3344481605351,70.49969897652016
Guarulhos,Jardim Santa Maria / Parque das Laranjeiras / Jardim Santa E,3,1978,6.0,60.66734074823054,70.57194461167971
São Paulo,Helder Guimarães,3,1715,6.0,69.97084548104957,70.64419024683926
São Paulo,Mirassol do Oeste,3,1360,6.0,88.23529411764706,70.71643588199879
São Paulo,Vila Inglesa de Baixo,2,1043,6.0,115.05273250239692,70.78868151715834
São Paulo,Manuel Ribas,1,391,6.0,306.9053708439898,70.86092715231787
São Paulo,Jardim Nova Tereza,2,926,6.0,129.58963282937364,70.93317278747743
São Paulo,Campo Grande I,2,1248,6.0,96.15384615384616,71.00541842263696
Diadema,Nova Conquista / Krones A,12,6525,6.0,18.39080459770115,71.07766405779651
São Paulo,Jardim Panamericano,2,2042,6.0,58.765915768854065,71.14990969295604
São Paulo,Área Remanescente Guarani II,1,814,6.0,147.42014742014743,71.22215532811559
São Paulo,Teotônio Vilela,7,3407,6.0,35.22160258291752,71.29440096327514
Taboão da Serra,Jardim Record Gleba C - Ocupação Caótica,4,1709,6.0,70.21650087770625,71.36664659843468
São Paulo,Jardim Piracuama I e III,2,2287,6.0,52.4704853519895,71.43889223359422
São Paulo,Jardim Germânia - Jardim Campo de Fora,2,1104,6.0,108.69565217391305,71.51113786875376
São Paulo,Vanguarda,1,747,6.0,160.6425702811245,71.5833835039133
São Paulo,Araripira,2,1090,6.0,110.09174311926607,71.65562913907286
São Paulo,Jardim Capela / Santa Bárbara,3,764,6.0,157.06806282722513,71.72787477423239
São Paulo,Cantagalo,3,1571,6.0,76.38446849140675,71.80012040939194
Diadema,Itália,3,1490,6.0,80.53691275167785,71.87236604455147
São Paulo,Jardim Maia I,1,557,6.0,215.43985637342908,71.94461167971102
Santo André,Santa Cristina III,5,1795,5.0,55.71030640668524,72.00481637567731
São Paulo,Vinte,3,1474,5.0,67.84260515603799,72.06502107164359
Guarulhos,Jardim Rosa de Franca/Vila Rosália,1,558,5.0,179.21146953405017,72.12522576760986
São Paulo,Francisco Alves Bezerra II,1,658,5.0,151.9756838905775,72.18543046357617
Diadema,Nova Conquista / Krones B,10,5274,5.0,18.960940462646946,72.24563515954245
São Paulo,Natalino Almeida I,1,292,5.0,342.4657534246575,72.30583985550872
São Paulo,Jardim Solange II,4,2837,5.0,35.24850193866761,72.36604455147501
São Paulo,Rodovia Fernão Dias KM 83,1,576,5.0,173.61111111111111,72.4262492474413
São Paulo,Angelo Tarsini,2,1323,5.0,75.58578987150416,72.48645394340758
São Paulo,Santa Angela,1,385,5.0,259.7402597402597,72.54665863937387
São Paulo,Jardim Leônidas Moreira,3,1071,5.0,93.37068160597573,72.60686333534015
São Paulo,Invasão Parque Colorado,2,1049,5.0,95.32888465204957,72.66706803130644
São Paulo,Viela Cinco,3,1677,5.0,59.63029218843172,72.72727272727273
Carapicuíba,Roseira Parque,1,1026,5.0,97.46588693957115,72.78747742323901
Itaquaquecetuba,Núcleo Vila Monte Belo,8,5775,5.0,17.316017316017316,72.84768211920529
Carapicuíba,Jathay,4,1865,5.0,53.61930294906167,72.90788681517158
São Paulo,San Germaine,2,2368,5.0,42.22972972972973,72.96809151113787
São Paulo,Conj. Habitacional Cangaíba A,4,1434,5.0,69.73500697350069,73.02829620710415
São Paulo,Cidade da Criança Autoban,1,456,5.0,219.29824561403507,73.08850090307044
Cotia,Favela Vila Clara,2,965,5.0,103.62694300518135,73.14870559903672
São Paulo,Teodoro Cocher,2,410,5.0,243.90243902439025,73.20891029500302
São Paulo,Carombé do Alto,5,1196,5.0,83.61204013377926,73.2691149909693
São Paulo,José Oscar Borba,5,2032,5.0,49.21259842519685,73.32931968693558
São Paulo,Ferreira Viana,1,297,5.0,336.70033670033666,73.38952438290187
Embu-Guaçu,Parque Industrial,1,436,5.0,229.35779816513764,73.44972907886816
São Paulo,Teólogo John Wesley,3,1112,5.0,89.92805755395683,73.50993377483444
São Paulo,Morada do Sol II,3,2783,5.0,35.932446999640675,73.57013847080073
São Paulo,Jardim Horizonte Azul / Sapato Branco,3,1221,5.0,81.9000819000819,73.630343166767
Diadema,Morro do Samba,2,1497,5.0,66.8002672010688,73.6905478627333
São Paulo,Morro Doce I,1,450,5.0,222.22222222222223,73.75075255869959
Guarulhos,Residencial Bambi,2,1424,5.0,70.2247191011236,73.81095725466587
São Paulo,Japiaçu,1,728,5.0,137.36263736263737,73.87116195063214
São Paulo,Pullman,2,1428,5.0,70.0280112044818,73.93136664659843
São Paulo,Humaitá I e II,1,332,5.0,301.20481927710847,73.99157134256473
São Paulo,Limoeiro - MP - 01,1,365,5.0,273.972602739726,74.051776038531
São Paulo,Projetada,3,1133,5.0,88.261253309797,74.1119807344973
São Paulo,Jardim São Bernardo II,2,761,5.0,131.4060446780552,74.17218543046357
São Paulo,José Lopes,1,703,5.0,142.2475106685633,74.23239012642986
São Paulo,Jardim Toca/ Jardim Progresso,3,1208,5.0,82.78145695364239,74.29259482239615
Guarulhos,Jardim Santa Maria II/Monte Alegre,3,2287,5.0,43.72540445999125,74.35279951836243
São Paulo,Vila Paulistano II,4,1742,5.0,57.4052812858783,74.41300421432871
Guarulhos,Rua Carau / Geraldo Ponciano,2,1107,5.0,90.33423667570008,74.47320891029501
São Paulo,Jardim Souza / Jardim Souza II,5,2195,5.0,45.558086560364465,74.53341360626129
Mauá,Rua Joaquim Pereira dos Santos,1,942,5.0,106.15711252653928,74.59361830222757
São Paulo,Tabor,1,810,5.0,123.45679012345678,74.65382299819386
Itaquaquecetuba,Parque Recanto Mônica,3,4539,5.0,22.03128442388191,74.71402769416015
Guarulhos,Cidade Soberana,2,856,5.0,116.82242990654204,74.77423239012643
Santo André,Vila Metalúrgica,2,1375,5.0,72.72727272727272,74.83443708609272
Osasco,Bussocaba - AC,1,760,5.0,131.57894736842104,74.894641782059
São Paulo,Sítio Coimbra,4,1975,5.0,50.63291139240506,74.95484647802529
São Paulo,Ângelo Cristianini,1,408,5.0,245.09803921568627,75.01505117399158
São Paulo,Vila Cais,3,1818,5.0,55.005500550055004,75.07525586995786
São Paulo,Sucupira II,4,1421,5.0,70.37297677691767,75.13546056592413
São Paulo,Parque Recanto Cocaia,9,3856,5.0,25.933609958506224,75.19566526189043
São Paulo,Parque Santo Antônio II,1,589,5.0,169.7792869269949,75.25586995785672
São Paulo,Jardim Comercial II,3,1666,5.0,60.024009603841534,75.316074653823
Osasco,Bandeiras - AQ I,2,894,5.0,111.85682326621924,75.37627934978929
São Paulo,Jardim Peri Alto,2,1077,5.0,92.85051067780873,75.43648404575556
Osasco,Jardim Elvira - C2,2,975,5.0,102.56410256410257,75.49668874172185
São Paulo,Parque Recreio,2,604,5.0,165.56291390728478,75.55689343768815
Osasco,Jardim Marieta - N,4,3037,5.0,32.927230819888045,75.61709813365442
Guarulhos,Cidade Satélite (Rua Barra de São Miguel),1,966,5.0,103.51966873706004,75.67730282962071
São Paulo,Jardim Caiçara,2,1039,5.0,96.24639076034649,75.737507525587
São Bernardo do Campo,Parque Hawaí,1,1171,5.0,85.39709649871904,75.79771222155328
São Bernardo do Campo,Jesus de Nazareth/Ferrazópolis,9,4667,5.0,21.427040925648168,75.85791691751956
São Paulo,Dezenove,2,869,5.0,115.07479861910241,75.91812161348585
São Paulo,Beira-Mar,1,439,5.0,227.7904328018223,75.97832630945214
São Paulo,Jardim Pérola III / Alphonse Joailler,3,2172,5.0,46.04051565377532,76.03853100541842
Mogi das Cruzes,Vila Nova União,4,1904,5.0,52.52100840336134,76.09873570138471
São Paulo,Jardim Angela I,6,2660,5.0,37.59398496240602,76.15894039735099
São Paulo,Jardim Rincão II / Jardim Alvina II,2,1458,5.0,68.58710562414265,76.21914509331728
São Paulo,Americanópolis II,2,473,5.0,211.41649048625794,76.27934978928357
São Paulo,Erundina,4,2794,5.0,35.79098067287043,76.33955448524985
Guarulhos,Jardim Flor da Montanha - Jardim Santa Mena,4,2366,5.0,42.265426880811496,76.39975918121613
São Paulo,Parque Guarani Mogno,3,1824,5.0,54.82456140350877,76.45996387718242
São Paulo,Walter Ferreira,1,570,5.0,175.43859649122808,76.52016857314871
São Paulo,Ministro Correia de Castro,3,1310,5.0,76.33587786259542,76.58037326911499
São Paulo,Guanabara,2,893,5.0,111.98208286674132,76.64057796508128
São Bernardo do Campo,Pai Herói,3,2476,5.0,40.38772213247173,76.70078266104755
São Paulo,Jardim Orion / Jardim Império,4,2329,5.0,42.93688278231001,76.76098735701385
Guarulhos,Vila Nova Bonsucesso II,1,877,5.0,114.02508551881414,76.82119205298014
Taboão da Serra,Ocupação Morro do Sabão,4,1892,5.0,52.854122621564485,76.88139674894641
São Paulo,Elisa Maria,7,3520,5.0,28.409090909090907,76.9416014449127
São Paulo,São Francisco,3,1185,5.0,84.38818565400844,77.001806140879
Guarulhos,Jardim Bela Vista II,1,766,5.0,130.54830287206266,77.06201083684527
Mogi das Cruzes,Vila Estação,3,2076,5.0,48.16955684007707,77.12221553281155
São Paulo,Regatas 3,2,871,4.0,91.84845005740529,77.17037928958459
São Paulo,João Antônio Chavier,1,369,4.0,216.80216802168022,77.21854304635761
Itapecerica da Serra,Guatemala,5,1769,4.0,45.223289994347084,77.26670680313065
Diadema,Marilene/Afonso Pena,9,4837,4.0,16.539177175935496,77.31487055990367
São Paulo,Ocupação Boa Esperança,2,1277,4.0,62.64682850430697,77.3630343166767
São Paulo,Núcleo D - São Francisco Global,2,1054,4.0,75.90132827324479,77.41119807344973
São Paulo,Alto da Alegria,4,1300,4.0,61.53846153846154,77.45936183022276
Suzano,Cidade Miguel Badra-Planalto,9,3162,4.0,25.30044275774826,77.50752558699578
São Paulo,Vila Marcelo - Invasão,3,1879,4.0,42.57583821181479,77.55568934376882
São Paulo,Cidade Papai Noel 2,5,1411,4.0,56.69737774627923,77.60385310054184
Santo André,Vista Alegre,5,3974,4.0,20.130850528434827,77.65201685731486
São Paulo,Jardim Canaã,1,1454,4.0,55.02063273727648,77.7001806140879
São Paulo,Guerreiro,3,1725,4.0,46.3768115942029,77.74834437086092
São Paulo,Rua Guarani,1,742,4.0,107.8167115902965,77.79650812763396
Diadema,Santa Luzia,2,1544,4.0,51.81347150259067,77.84467188440698
São Paulo,Núcleo A - São Francisco Global,2,1212,4.0,66.00660066006601,77.89283564118001
Itapevi,Jardim Santa Rita (Rua Otawa),1,437,4.0,183.0663615560641,77.94099939795304
São Paulo,Gilberto Chaves,4,1934,4.0,41.36504653567735,77.98916315472607
Itapevi,Morro do Quiabo/Conjunto Habitacional Setor B,2,1599,4.0,50.03126954346467,78.0373269114991
São Paulo,Jardim São Judas Tadeu,2,901,4.0,88.79023307436182,78.08549066827213
São Paulo,Gabriela Mistral,1,991,4.0,80.72653884964683,78.13365442504515
São Paulo,Jardim Marabá / Freguesia de Polares,4,1091,4.0,73.32722273143905,78.18181818181819
São Paulo,Edmundo de Paula Coelho,3,417,4.0,191.84652278177458,78.22998193859121
São Paulo,Light I,2,391,4.0,204.60358056265983,78.27814569536424
São Paulo,Jardim Nova Vitória,3,1441,4.0,55.51700208188758,78.32630945213727
São Paulo,Maria Virgínia,4,1341,4.0,59.65697240865026,78.3744732089103
São Paulo,Esperança,1,311,4.0,257.2347266881029,78.42263696568332
São Paulo,Espama,1,556,4.0,143.88489208633095,78.47080072245635
Santana de Parnaíba,Jardim Granada,3,1246,4.0,64.20545746388443,78.51896447922938
São Paulo,Lidiane,1,1220,4.0,65.57377049180327,78.5671282360024
São Paulo,Jardim Orion,3,1178,4.0,67.91171477079797,78.61529199277544
São Paulo,Zavuvus,2,871,4.0,91.84845005740529,78.66345574954846
Carapicuíba,Avenida Brasil,1,205,4.0,390.2439024390244,78.7116195063215
São Paulo,"Parque São José III, V e Vila Eda",6,2021,4.0,39.584364176150416,78.75978326309452
Carapicuíba,Reciclagem,3,2043,4.0,39.15810083210964,78.80794701986756
São Paulo,Parque São Domingos,1,476,4.0,168.0672268907563,78.85611077664058
São Paulo,Jardim Paulo VII,1,497,4.0,160.96579476861166,78.90427453341361
Osasco,Colinas d'Oeste,16,10182,4.0,7.85700255352583,78.95243829018663
São Paulo,Coronel Hugo Bradaschia,1,242,4.0,330.5785123966942,79.00060204695967
Taboão da Serra,Irati HBB,3,1461,4.0,54.757015742642025,79.04876580373269
Osasco,Ind Anhanguera - CP,1,1095,4.0,73.05936073059361,79.09692956050573
Taboão da Serra,Jardim Leme II,2,976,4.0,81.9672131147541,79.14509331727875
São Paulo,Parque Paulistano,1,549,4.0,145.71948998178507,79.19325707405177
Osasco,Rochdale - I,5,2994,4.0,26.720106880427522,79.24142083082481
Osasco,Santa Maria - SM3,2,679,4.0,117.82032400589101,79.28958458759783
Carapicuíba,Jardim Angélica,2,812,4.0,98.52216748768473,79.33774834437087
Mauá,Núcleo Topázio/Morro do Careca,2,1219,4.0,65.62756357670222,79.38591210114389
São Paulo,Francisco Bitancourt,2,1227,4.0,65.19967400162999,79.43407585791692
São Paulo,Jardim Maria Estela,1,799,4.0,100.12515644555694,79.48223961468995
São Paulo,Vila Prudente,4,3241,4.0,24.68373958654736,79.53040337146298
São Paulo,Francisco / Minas Gás II,1,354,4.0,225.98870056497177,79.578567128236
São Paulo,Vila Regina,1,734,4.0,108.99182561307903,79.62673088500904
Diadema,Inverno / Verão / KM 19,2,895,4.0,89.3854748603352,79.67489464178206
São Paulo,Recanto Campo Belo / Aruana,4,2222,4.0,36.003600360036,79.7230583985551
São Paulo,Colibris da Serra,2,1521,4.0,52.59697567389875,79.77122215532812
São Paulo,Olaria,3,907,4.0,88.20286659316429,79.81938591210115
São Paulo,Complexo Penha Brasil,1,790,4.0,101.26582278481013,79.86754966887418
São Paulo,Comunidade Canto do Rio Verde,2,821,4.0,97.442143727162,79.91571342564721
São Paulo,Vila Santa Francisca Cabrini IV,1,525,4.0,152.38095238095238,79.96387718242023
Santo André,Ipiranga II,1,626,4.0,127.79552715654953,80.01204093919326
Carapicuíba,Rua Cacique / Nova Efraim,1,492,4.0,162.60162601626016,80.06020469596629
São Paulo,Favela do Gelo,2,1435,4.0,55.749128919860624,80.10836845273931
São Paulo,Mauro,2,769,4.0,104.03120936280884,80.15653220951235
São Paulo,João de Cruz e Souza,2,1317,4.0,60.74411541381929,80.20469596628537
São Paulo,Jardim Monte Azul,3,1662,4.0,48.13477737665463,80.2528597230584
Mauá,Egnes Rimazza Gianoni,2,858,4.0,93.24009324009324,80.30102347983143
São Paulo,Etelvina B,3,1054,4.0,75.90132827324479,80.34918723660446
São Paulo,Estância de Jequirituba,2,841,4.0,95.12485136741974,80.39735099337749
São Paulo,Jardim Nakamura I,4,1876,4.0,42.643923240938165,80.44551475015052
Mauá,Jardim Cerqueira Leite / Avenida Washington Luís,4,1580,4.0,50.63291139240506,80.49367850692354
São Paulo,Jardim Nova Conquista,1,282,4.0,283.68794326241135,80.54184226369657
São Paulo,Portelinha,1,572,4.0,139.86013986013987,80.5900060204696
São Paulo,Sete Praias II,1,674,4.0,118.69436201780415,80.63816977724262
São Paulo,Vila Albertina I,1,945,4.0,84.65608465608466,80.68633353401566
São Paulo,Jardim Zaira,2,783,4.0,102.17113665389529,80.73449729078868
São Bernardo do Campo,Vila dos Estudantes,2,1972,4.0,40.56795131845842,80.7826610475617
São Paulo,Serrana Fluminense,3,691,4.0,115.77424023154848,80.83082480433474
São Paulo,Jardim Alzira I e II,2,967,4.0,82.7300930713547,80.87898856110776
São Paulo,Sallus,1,837,4.0,95.57945041816009,80.9271523178808
Guarulhos,Jardim Bananal / Jardim Adelina,2,1075,4.0,74.41860465116278,80.97531607465382
São Bernardo do Campo,Simon Bolívar,2,616,4.0,129.87012987012986,81.02347983142685
Ferraz de Vasconcelos,Parque São Francisco,4,1321,4.0,60.56018168054504,81.07164358819988
São Paulo,São Vicente,2,1235,4.0,64.77732793522267,81.11980734497291
São Paulo,Jardim Cachoeira,1,1221,4.0,65.52006552006553,81.16797110174593
São Paulo,Sete de Setembro II,3,1276,4.0,62.695924764890286,81.21613485851896
São Bernardo do Campo,Pedreira,2,1546,4.0,51.746442432082794,81.26429861529199
São Paulo,Samuel Khuri,1,428,4.0,186.9158878504673,81.31246237206501
São Paulo,Jardim Guarani II,2,1057,4.0,75.68590350047303,81.36062612883805
São Paulo,Jardim São Manoel,3,1754,4.0,45.61003420752566,81.40878988561107
Guarulhos,Jardim São Domingos II,2,822,4.0,97.32360097323601,81.45695364238411
Guarulhos,Vale dos Machados,6,4493,4.0,17.805475183618963,81.50511739915713
São Paulo,Chácara Chacrinha,1,678,4.0,117.99410029498524,81.55328115593015
São Paulo,Sônia Ribeiro,1,855,4.0,93.5672514619883,81.60144491270319
São Bernardo do Campo,Rua Gaspar de Souza,1,410,4.0,195.1219512195122,81.64960866947621
São Paulo,Vasconcelos Chaves,2,355,4.0,225.35211267605635,81.69777242624924
São Paulo,Santa Rita II,2,1087,4.0,73.59705611775529,81.74593618302227
São Paulo,Jardim Adutora,4,2077,4.0,38.51709195955706,81.7940999397953
São Bernardo do Campo,Jardim Regina,4,2065,4.0,38.7409200968523,81.84226369656832
São Paulo,Cidade Baixa,1,990,4.0,80.8080808080808,81.89042745334136
Guarulhos,Jardim Paraíso II,2,2143,4.0,37.33084461035931,81.93859121011438
São Paulo,Jardim Sônia Ingá,4,1136,4.0,70.42253521126761,81.98675496688742
São Paulo,Morro da Alegria,1,296,4.0,270.27027027027026,82.03491872366044
Guarulhos,Água Azul I,1,375,4.0,213.33333333333334,82.08308248043348
São Paulo,Jardim Aracati I,2,1089,4.0,73.46189164370982,82.1312462372065
Diadema,Vila Nova III,3,1748,4.0,45.766590389016024,82.17940999397953
São Paulo,Uirapuru I,2,869,4.0,92.05983889528193,82.22757375075255
Ferraz de Vasconcelos,Jardim Sara/Jardim Maria,2,1450,4.0,55.17241379310345,82.27573750752558
São Paulo,Jardim Varginha I e III / Viela das Adálias,2,860,4.0,93.0232558139535,82.32390126429861
São Paulo,Ushikichi Kamiya,2,2063,4.0,38.77847794474067,82.37206502107163
São Paulo,Charles Cameron,1,295,4.0,271.1864406779661,82.42022877784467
Guarulhos,Jardim Ponte Alta I,7,4172,4.0,19.175455417066154,82.46839253461769
Guarulhos,Jardim Lenize I,3,1948,4.0,41.067761806981515,82.51655629139073
Guarulhos,Jardim Santa Inês II,1,667,4.0,119.94002998500748,82.56472004816375
São Paulo,Nossa Senhora das Virtudes I e II,2,794,4.0,100.75566750629723,82.61288380493679
São Paulo,Carlos Felber,2,646,4.0,123.8390092879257,82.66104756170981
São Paulo,Vila Bonilha,1,791,4.0,101.1378002528445,82.70921131848284
São Bernardo do Campo,Areião,9,5409,4.0,14.790164540580514,82.75737507525587
São Paulo,Chazinho,3,740,4.0,108.10810810810811,82.8055388320289
São Paulo,Niza,1,454,4.0,176.2114537444934,82.85370258880192
São Paulo,Santa Lúcia I / Minuetos,3,1330,4.0,60.150375939849624,82.90186634557496
Guarulhos,Jardim Paraíso II / Parque Mikail,3,1585,4.0,50.47318611987382,82.95003010234798
São Paulo,Sebastião Afonso,2,620,4.0,129.03225806451613,82.99819385912102
São Paulo,Pedra Branca,3,1257,3.0,47.7326968973747,83.03431667670078
São Paulo,Jardim Antonieta / Jardim Santo Antônio,2,856,3.0,70.09345794392523,83.07043949428056
São Paulo,Mirangoaba II,1,823,3.0,72.90400972053463,83.10656231186032
São Paulo,Paulo de Souza Ferreira,2,1121,3.0,53.52363960749331,83.1426851294401
Guarulhos,Jardim Jaci,1,761,3.0,78.84362680683311,83.17880794701988
São Paulo,Balneário São José,3,616,3.0,97.40259740259741,83.21493076459964
Guarulhos,Jardim Elizabeth,1,802,3.0,74.81296758104739,83.25105358217941
São Paulo,Jardim Olinda,3,1933,3.0,31.039834454216248,83.28717639975918
São Paulo,Encosta do Céu Paz / Jardim Paraná,6,4629,3.0,12.961762799740766,83.32329921733896
Carapicuíba,Comunidade Porangaba / Catagua,1,286,3.0,209.7902097902098,83.35942203491872
Guarulhos,Jardim Nova Cidade,1,566,3.0,106.00706713780917,83.39554485249849
Carapicuíba,Comunidade do Paraguai,1,538,3.0,111.52416356877323,83.43166767007827
São Paulo,Marilac,2,1008,3.0,59.52380952380953,83.46779048765804
São Paulo,Alegria II,2,266,3.0,225.5639097744361,83.5039133052378
Mauá,Estrada Adutora Rio Claro,4,2361,3.0,25.412960609911053,83.54003612281758
Mauá,Gralha Azul/Alto da Boa Vista,2,962,3.0,62.37006237006237,83.57615894039735
São Bernardo do Campo,Jardim Cláudia,6,2869,3.0,20.913210177762288,83.61228175797713
São Paulo,Papa Gregório Magno,1,215,3.0,279.06976744186045,83.6484045755569
Mauá,Jardim Pajussara,5,3538,3.0,16.95873374788016,83.68452739313666
São Paulo,Avenida João Simão de Castro,1,1194,3.0,50.25125628140704,83.72065021071644
São Paulo,Jardim Nazaré I / Jardim Reni,2,216,3.0,277.77777777777777,83.75677302829621
Guarulhos,Jardim Paraíso I,1,1428,3.0,42.016806722689076,83.79289584587598
São Paulo,Jardim Novo Copacabana - Tuparoquera,3,824,3.0,72.81553398058253,83.82901866345574
São Paulo,Estrada da Represa,3,976,3.0,61.47540983606558,83.86514148103552
Carapicuíba,Rua Bootes / Raquel de Queiroz,6,3724,3.0,16.111707841031148,83.9012642986153
Carapicuíba,Jardim Sandra Regina,2,1230,3.0,48.78048780487805,83.93738711619505
São Paulo,Condomínio Fechado Eliane,1,649,3.0,92.44992295839754,83.97350993377484
São Paulo,Peri Novo II,2,1079,3.0,55.60704355885078,84.0096327513546
São Paulo,Peri Alto II,1,1038,3.0,57.80346820809249,84.04575556893438
São Paulo,Tanquinho,4,868,3.0,69.12442396313364,84.08187838651415
Guarulhos,Jardim Lenize II,2,1151,3.0,52.12858384013901,84.11800120409391
Guarulhos,Jardim Cumbica III,1,256,3.0,234.375,84.1541240216737
Guarulhos,Jardim Arujá,1,321,3.0,186.9158878504673,84.19024683925346
São Paulo,Emboabas / César Ravasco,1,407,3.0,147.42014742014743,84.22636965683323
Cajamar,Jardim Florim,3,1358,3.0,44.18262150220913,84.26249247441301
São Bernardo do Campo,Parque Esmeralda,2,749,3.0,80.10680907877169,84.29861529199277
São Paulo,Parque Europa I,4,1543,3.0,38.88528839922229,84.33473810957256
São Paulo,Diogo Pires / Barão de Antonina,2,1223,3.0,49.05968928863451,84.37086092715231
São Paulo,Parque Europa II,2,893,3.0,67.18924972004478,84.40698374473209
São Paulo,Bonifácio Maia,1,320,3.0,187.5,84.44310656231187
São Paulo,Levanta Saia,1,294,3.0,204.08163265306123,84.47922937989163
